"Year","LocationAbbr","LocationDesc","DataSource","TopicType","TopicDesc","MeasureDesc","Variable","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","GeoLocation","Topic Type ID","Topic ID","Measure ID","SubMeasureID","DisplayOrder"
"2006","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","87.6",,,"  HI  (21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE004","04"
"2007","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","883.3",,,"  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE004","04"
"2008","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","76.3",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE002","02"
"2008","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","44.0",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE005","05"
"2005","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","52.5","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  KS  (38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE006","06"
"2005","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","255.2",,,"  NC  (35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE005","05"
"2006","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","55.7",,,"  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE005","05"
"2005","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","455.8",,,"  MO  (38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE004","04"
"2008","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2,947.5",,,"  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE003","03"
"2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1,896.2",,,"  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE004","04"
"2005","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,728.9",,,"  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE003","03"
"2007","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","132.9",,,"  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE005","05"
"2005","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","197.4",,,"  MD  (39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE005","05"
"2005","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","221.4",,,"  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE003","03"
"2007","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","396.6",,,"  TN  (35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE002","02"
"2008","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","804.9",,,"  MI  (44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE004","04"
"2006","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","233.5",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE003","03"
"2005","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","62.3",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE005","05"
"2005","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","134.5",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE002","02"
"2007","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2,325.7","†","Excludes dental expenditures","  MN  (46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE001","01"
"2005","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","4,771.7","†","Excludes dental expenditures","  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE001","01"
"2005","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","412.2","†","Excludes dental expenditures","  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE001","01"
"2006","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","63.3",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE005","05"
"2008","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","103.0",,,"  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE002","02"
"2008","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","120.9",,,"  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE004","04"
"2006","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","98.4",,,"  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE004","04"
"2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,891.7","†","Excludes dental expenditures","  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE001","01"
"2005","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","40.6",,,"  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE004","04"
"2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,848.8",,,"  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE003","03"
"2007","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","358.8",,,"  MN  (46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE002","02"
"2006","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","738.5",,,"  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE002","02"
"2007","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","95.1",,,"  HI  (21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE004","04"
"2007","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","36.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE006","06"
"2005","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,842.1","†","Excludes dental expenditures","  AZ  (34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE001","01"
"2007","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","230.9",,,"  DC  (38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE003","03"
"2005","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","500.2",,,"  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE004","04"
"2008","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","267.1",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE002","02"
"2005","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3,239.0","†","Excludes dental expenditures","  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE001","01"
"2006","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","461.8",,,"  NC  (35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE002","02"
"2009","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","158.0",,,"  KY  (37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE005","05"
"2007","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1,640.8",,,"  TX  (31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE004","04"
"2007","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","340.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE006","06"
"2005","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1,664.4",,,"  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE004","04"
"2006","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","148.5",,,"  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE003","03"
"2005","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","30.5",,,"  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE002","02"
"2006","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","2,122.3",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE002","02"
"2007","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","253.6",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE003","03"
"2008","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","117.5",,,"  RI  (41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE004","04"
"2007","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","95.6",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE005","05"
"2006","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","473.2",,,"  WV  (38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE003","03"
"2009","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","704.0",,,"  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE002","02"
"2007","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","608.7",,,"  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE005","05"
"2007","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","234.4",,,"  NV  (39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE004","04"
"2006","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","543.9",,,"  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE004","04"
"2006","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,609.7","†","Excludes dental expenditures","  SC  (33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE001","01"
"2006","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","355.1",,,"  IL  (40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE005","05"
"2009","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1,198.1",,,"  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE004","04"
"2005","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","89.9",,,"  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE004","04"
"2009","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","875.8",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE003","03"
"2006","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1,263.3",,,"  TX  (31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE002","02"
"2006","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","3,392.7",,,"  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE003","03"
"2007","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","552.2",,,"  MI  (44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE002","02"
"2008","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","502.0",,,"  NC  (35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE002","02"
"2009","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","24.5","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  DC  (38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE006","06"
"2007","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","794.1",,,"  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE002","02"
"2005","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","29.2",,,"  WY  (43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE004","04"
"2008","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","468.8",,,"  TX  (31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE005","05"
"2007","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","3,561.8",,,"  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE003","03"
"2006","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2,240.1","†","Excludes dental expenditures","  WA  (47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE001","01"
"2007","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2,713.6","†","Excludes dental expenditures","  IN  (39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE001","01"
"2006","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","25.4",,,"  DC  (38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE005","05"
"2006","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","48.7",,,"  VT  (43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE004","04"
"2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","275.1",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE004","04"
"2006","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","20.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  HI  (21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE006","06"
"2006","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","195.4",,,"  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE005","05"
"2006","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","19.6",,,"  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE005","05"
"2005","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","8,752.5","†","Excludes dental expenditures","  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE001","01"
"2009","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","76.7",,,"  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE002","02"
"2005","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","18.9",,,"  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE005","05"
"2006","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","736.9",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE003","03"
"2006","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,415.9",,,"  GA  (32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE003","03"
"2007","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","388.9",,,"  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE005","05"
"2007","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","246.2",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE003","03"
"2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","105.7",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE005","05"
"2008","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","59.0",,,"  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE005","05"
"2009","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","155.9",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE002","02"
"2009","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","41.5",,,"  WY  (43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE004","04"
"2008","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","100.7",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE005","05"
"2006","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,067.8","†","Excludes dental expenditures","  MS  (32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE001","01"
"2009","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","65.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MS  (32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE006","06"
"2008","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","195.1",,,"  NV  (39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE002","02"
"2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","438.6",,,"  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE003","03"
"2009","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","34.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE006","06"
"2005","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","436.9",,,"  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE002","02"
"2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","983.3",,,"  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE003","03"
"2006","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,674.6",,,"  NC  (35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE003","03"
"2005","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","159.9",,,"  WV  (38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE004","04"
"2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","470.8",,,"  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE002","02"
"2008","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","34.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE006","06"
"2008","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","400.8",,,"  IN  (39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE002","02"
"2006","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","537.3",,,"  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE004","04"
"2008","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1,784.9",,,"  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE004","04"
"2005","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","5,308.7",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE003","03"
"2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","2,010.6",,,"  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE004","04"
"2007","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","121.1",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE005","05"
"2007","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","98.5",,,"  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE002","02"
"2005","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","214.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MI  (44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE006","06"
"2006","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","30.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE006","06"
